CHUNK_ID,TREE_ID,PLOT_ID,SPCD,STATUSCD,DIA,HT,CR,X,Y,ROW_CHUNK,COL_CHUNK
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312204.02787859563,5196462.338845041,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312206.95145466336,5196463.847420157,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312165.4370332274,5196726.261119557,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312170.52463333815,5196729.159081261,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312183.9627712961,5196730.992313308,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312196.1005966006,5196464.998400614,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312195.57511973666,5196458.796664518,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312257.30008981447,5196805.436505619,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312264.7798362273,5196807.572197582,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312272.73340070475,5196806.847469229,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312277.17411337217,5196812.596721618,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312202.67956311756,5196470.122328053,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312204.3891603862,5196476.735954758,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312201.33577854035,5196471.790589124,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312201.9717436654,5196474.957823159,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312196.9831166861,5196472.60212235,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312202.24449325644,5196482.508282504,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312212.6635721535,5196473.23801989,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312197.3380789711,5196469.0596090695,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312201.24336092285,5196456.281059166,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312204.94611651095,5196456.605563512,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312273.25301640155,5196790.5709332405,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312256.78453251946,5196796.999056131,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312258.1815712747,5196793.454744984,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312259.98217472126,5196794.33832316,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312262.12626182195,5196786.800388058,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312252.90610588115,5196792.384298367,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312253.6336601751,5196789.8707329845,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312266.04154750414,5196785.327051889,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312178.99473765824,5196734.328271825,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312178.539707498,5196736.071608684,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312189.91208651365,5196736.6935446635,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312188.2306267213,5196729.3229532,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312188.61748792086,5196738.956914992,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312196.08611656894,5196466.482358296,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312201.13912276016,5196457.988881853,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312027.7837281377,5196584.352899082,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312029.23120700225,5196583.80107211,0,0
0_0,1044391,37754,122,1,33.782000000000004,14.325600000000001,0.9,312165.2195240398,5196725.080154236,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312204.9930846637,5196466.120502124,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312194.3501845345,5196463.445259193,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312196.7541400002,5196749.327062666,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312267.3290605152,5196789.671386786,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312019.0998223481,5196585.028900771,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312012.9643495676,5196594.379672441,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312038.1842952274,5196594.41779395,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312208.5417429547,5196464.111143874,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312275.6736287788,5196799.856994361,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312037.6954108204,5196581.08615809,0,0
0_0,1044393,37754,122,1,28.956000000000003,17.3736,0.55,312041.8112825776,5196578.044270735,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312025.6695583065,5196585.273159478,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312168.11964338284,5196734.051505933,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312174.19111908454,5196741.387559721,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312170.919469856,5196744.863334734,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312175.8970903672,5196751.203976682,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312035.50157979515,5196586.295864097,0,0
0_0,1044394,37754,122,1,35.56,15.24,0.85,312035.6554759469,5196578.542486503,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312034.6965607719,5196577.917683317,0,0
0_0,1044395,37754,122,1,18.541999999999998,12.4968,0.75,312040.7834605666,5196601.168375138,0,0
0_0,1044390,37754,122,1,38.862,14.325600000000001,0.9,312025.67868717335,5196597.957386983,0,0
0_0,1044392,37754,122,1,16.002,6.7056000000000004,0.9,312038.1695053625,5196590.747931289,0,0
